ISOCode,Year,GDP
CHE,1963,"13,063,643,796.00"
CHE,1964,"14,480,556,572.00"
CHE,1965,"15,346,741,670.00"
CHE,1966,"16,480,058,705.00"
CHE,1967,"17,740,013,179.00"
CHE,1968,"18,942,729,779.00"
CHE,1969,"20,524,886,616.00"
CHE,1980,"123,000,000,000.00"
CHE,1981,"112,000,000,000.00"
CHE,1982,"115,000,000,000.00"
CHE,1983,"115,000,000,000.00"
CHE,1984,"109,000,000,000.00"
CHE,1985,"111,000,000,000.00"
CHE,1986,"159,000,000,000.00"
CHE,1987,"199,000,000,000.00"
CHE,1988,"216,000,000,000.00"
CHE,1989,"208,000,000,000.00"
CHE,1990,"266,000,000,000.00"
CHE,1991,"269,000,000,000.00"
CHE,1992,"280,000,000,000.00"
CHE,1993,"272,000,000,000.00"
CHE,1994,"301,000,000,000.00"
CHE,1995,"353,000,000,000.00"
CHE,1996,"340,000,000,000.00"
CHE,1997,"295,000,000,000.00"
CHE,1998,"303,000,000,000.00"
CHE,1999,"298,000,000,000.00"
CHE,2000,"279,000,000,000.00"
CHE,2001,"287,000,000,000.00"
CHE,2002,"309,000,000,000.00"
CHE,2003,"362,000,000,000.00"
CHE,2004,"404,000,000,000.00"
CHE,2005,"418,000,000,000.00"
CHE,2006,"442,000,000,000.00"
CHE,2007,"491,000,000,000.00"
CHE,2008,"567,000,000,000.00"
CHE,2009,"554,000,000,000.00"
CHE,2010,"599,000,000,000.00"
CHE,2011,"716,000,000,000.00"
CHE,2012,"686,000,000,000.00"
CHE,2013,"706,000,000,000.00"
CHE,2014,"727,000,000,000.00"
CHE,2015,"694,000,000,000.00"
CHE,2016,"688,000,000,000.00"
CHE,2017,"695,000,000,000.00"
CHE,2018,"726,000,000,000.00"
CHE,2019,"721,000,000,000.00"
CHE,2020,"742,000,000,000.00"
CHE,2021,"813,000,000,000.00"
CHE,2022,"818,000,000,000.00"
CHL,1960,"4,110,000,000.00"
CHL,1961,"4,829,238,095.00"
CHL,1962,"5,631,285,444.00"
CHL,1963,"5,591,307,028.00"
CHL,1964,"5,964,195,925.00"
CHL,1965,"6,108,679,126.00"
CHL,1966,"7,162,633,082.00"
CHL,1967,"7,057,478,295.00"
CHL,1968,"7,192,102,967.00"
CHL,1969,"8,359,596,194.00"
CHL,1970,"9,144,112,431.00"
CHL,1971,"10,876,091,408.00"
CHL,1972,"11,833,904,488.00"
CHL,1973,"16,826,390,944.00"
CHL,1974,"16,209,693,232.00"
CHL,1975,"7,621,570,062.00"
CHL,1976,"10,338,624,019.00"
CHL,1977,"13,965,595,122.00"
CHL,1978,"15,992,038,535.00"
CHL,1979,"21,806,136,346.00"
CHL,1980,"29,036,709,872.00"
CHL,1981,"34,509,878,044.00"
CHL,1982,"19,529,291,438.00"
CHL,1983,"20,362,016,604.00"
CHL,1984,"19,671,768,029.00"
CHL,1985,"17,717,662,228.00"
CHL,1986,"18,897,110,581.00"
CHL,1987,"22,250,729,664.00"
CHL,1988,"26,042,571,602.00"
CHL,1989,"29,936,735,455.00"
CHL,1990,"33,137,824,753.00"
CHL,1991,"37,846,188,181.00"
CHL,1992,"45,949,608,605.00"
CHL,1993,"49,287,378,588.00"
CHL,1994,"56,998,601,233.00"
CHL,1995,"73,444,831,587.00"
CHL,1996,"78,584,098,983.00"
CHL,1997,"85,741,415,248.00"
CHL,1998,"81,990,010,726.00"
CHL,1999,"75,578,685,736.00"
CHL,2000,"78,339,750,717.00"
CHL,2001,"71,574,739,559.00"
CHL,2002,"70,264,045,960.00"
CHL,2003,"76,492,579,644.00"
CHL,2004,"99,075,985,722.00"
CHL,2005,"122,000,000,000.00"
CHL,2006,"154,000,000,000.00"
CHL,2007,"172,000,000,000.00"
CHL,2008,"180,000,000,000.00"
CHL,2009,"172,000,000,000.00"
CHL,2010,"217,000,000,000.00"
CHL,2011,"251,000,000,000.00"
CHL,2012,"267,000,000,000.00"
CHL,2013,"277,000,000,000.00"
CHL,2014,"260,000,000,000.00"
CHL,2015,"242,000,000,000.00"
CHL,2016,"249,000,000,000.00"
CHL,2017,"276,000,000,000.00"
CHL,2018,"296,000,000,000.00"
CHL,2019,"279,000,000,000.00"
CHL,2020,"254,000,000,000.00"
CHL,2021,"317,000,000,000.00"
CHL,2022,"301,000,000,000.00"
CHN,1960,"59,716,249,311.00"
CHN,1961,"50,056,685,957.00"
CHN,1962,"47,209,186,415.00"
CHN,1963,"50,706,614,526.00"
CHN,1964,"59,708,125,204.00"
CHN,1965,"70,436,008,642.00"
CHN,1966,"76,720,005,492.00"
CHN,1967,"72,881,364,882.00"
CHN,1968,"70,846,276,051.00"
CHN,1969,"79,705,614,855.00"
CHN,1970,"92,602,634,892.00"
CHN,1971,"99,800,593,791.00"
CHN,1972,"114,000,000,000.00"
CHN,1973,"139,000,000,000.00"
CHN,1974,"144,000,000,000.00"
CHN,1975,"163,000,000,000.00"
CHN,1976,"154,000,000,000.00"
CHN,1977,"175,000,000,000.00"
CHN,1978,"219,000,000,000.00"
CHN,1979,"264,000,000,000.00"
CHN,1980,"306,000,000,000.00"
CHN,1981,"290,000,000,000.00"
CHN,1982,"284,000,000,000.00"
CHN,1983,"305,000,000,000.00"
CHN,1984,"314,000,000,000.00"
CHN,1985,"310,000,000,000.00"
CHN,1986,"301,000,000,000.00"
CHN,1987,"327,000,000,000.00"
CHN,1988,"408,000,000,000.00"
CHN,1989,"456,000,000,000.00"
CHN,1990,"395,000,000,000.00"
CHN,1991,"413,000,000,000.00"
CHN,1992,"493,000,000,000.00"
CHN,1993,"619,000,000,000.00"
CHN,1994,"564,000,000,000.00"
CHN,1995,"734,000,000,000.00"
CHN,1996,"864,000,000,000.00"
CHN,1997,"962,000,000,000.00"
CHN,1998,"1,030,000,000,000.00"
CHN,1999,"1,090,000,000,000.00"
CHN,2000,"1,210,000,000,000.00"
CHN,2001,"1,340,000,000,000.00"
CHN,2002,"1,470,000,000,000.00"
CHN,2003,"1,660,000,000,000.00"
CHN,2004,"1,960,000,000,000.00"
CHN,2005,"2,290,000,000,000.00"
CHN,2006,"2,750,000,000,000.00"
CHN,2007,"3,550,000,000,000.00"
CHN,2008,"4,590,000,000,000.00"
CHN,2009,"5,100,000,000,000.00"
CHN,2010,"6,090,000,000,000.00"
CHN,2011,"7,550,000,000,000.00"
CHN,2012,"8,530,000,000,000.00"
CHN,2013,"9,570,000,000,000.00"
CHN,2014,"10,500,000,000,000.00"
CHN,2015,"11,100,000,000,000.00"
CHN,2016,"11,200,000,000,000.00"
CHN,2017,"12,300,000,000,000.00"
CHN,2018,"13,900,000,000,000.00"
CHN,2019,"14,300,000,000,000.00"
CHN,2020,"14,700,000,000,000.00"
CHN,2021,"17,800,000,000,000.00"
CHN,2022,"18,000,000,000,000.00"
CIV,1960,"546,203,558.50"
CIV,1961,"618,245,635.10"
CIV,1962,"645,284,474.60"
CIV,1963,"761,047,199.00"
CIV,1964,"921,063,326.30"
CIV,1965,"919,771,228.00"
CIV,1966,"1,024,102,882.00"
CIV,1967,"1,082,922,726.00"
CIV,1968,"1,281,281,278.00"
CIV,1969,"1,361,360,292.00"
CIV,1970,"1,455,482,795.00"
CIV,1971,"1,584,128,511.00"
CIV,1972,"1,849,400,398.00"
CIV,1973,"2,508,421,426.00"
CIV,1974,"3,070,152,314.00"
CIV,1975,"3,893,839,184.00"
CIV,1976,"4,662,053,820.00"
CIV,1977,"6,265,068,200.00"
CIV,1978,"7,900,526,290.00"
CIV,1979,"9,142,933,956.00"
CIV,1980,"10,175,617,589.00"
CIV,1981,"8,432,589,956.00"
CIV,1982,"7,567,110,856.00"
CIV,1983,"6,838,184,772.00"
CIV,1984,"6,841,639,250.00"
CIV,1985,"6,977,650,648.00"
CIV,1986,"9,158,302,111.00"
CIV,1987,"10,087,654,451.00"
CIV,1988,"10,255,169,812.00"
CIV,1989,"9,757,410,630.00"
CIV,1990,"10,795,850,585.00"
CIV,1991,"10,492,628,588.00"
CIV,1992,"11,152,971,284.00"
CIV,1993,"11,045,760,269.00"
CIV,1994,"8,313,557,515.00"
CIV,1995,"11,000,146,269.00"
CIV,1996,"18,071,152,821.00"
CIV,1997,"18,047,558,027.00"
CIV,1998,"19,619,654,770.00"
CIV,1999,"18,870,992,456.00"
CIV,2000,"16,577,533,891.00"
CIV,2001,"16,810,537,038.00"
CIV,2002,"18,054,383,334.00"
CIV,2003,"21,251,754,334.00"
CIV,2004,"23,510,575,668.00"
CIV,2005,"24,036,918,719.00"
CIV,2006,"25,281,413,268.00"
CIV,2007,"28,760,090,924.00"
CIV,2008,"34,078,240,260.00"
CIV,2009,"33,886,813,226.00"
CIV,2010,"34,936,307,965.00"
CIV,2011,"36,693,710,823.00"
CIV,2012,"36,302,302,845.00"
CIV,2013,"42,760,235,498.00"
CIV,2014,"48,843,005,626.00"
CIV,2015,"45,815,005,171.00"
CIV,2016,"48,407,761,032.00"
CIV,2017,"52,512,344,034.00"
CIV,2018,"58,522,477,745.00"
CIV,2019,"59,898,479,821.00"
CIV,2020,"62,982,768,372.00"
CIV,2021,"71,811,075,955.00"
CIV,2022,"70,018,715,017.00"
CMR,1960,"614,206,068.50"
CMR,1961,"652,777,608.30"
CMR,1962,"694,247,864.40"
CMR,1963,"718,320,845.00"
CMR,1964,"776,650,176.90"
CMR,1965,"814,083,265.50"
CMR,1966,"851,112,534.60"
CMR,1967,"936,175,260.00"
CMR,1968,"1,046,191,218.00"
CMR,1969,"1,100,551,489.00"
CMR,1970,"1,151,216,993.00"
CMR,1971,"1,236,941,394.00"
CMR,1972,"1,498,251,890.00"
CMR,1973,"1,901,393,361.00"
CMR,1974,"2,157,415,533.00"
CMR,1975,"2,857,037,371.00"
CMR,1976,"2,898,090,002.00"
CMR,1977,"3,394,664,024.00"
CMR,1978,"4,662,852,583.00"
CMR,1979,"5,919,002,983.00"
CMR,1980,"6,674,569,047.00"
CMR,1981,"6,610,938,617.00"
CMR,1982,"6,611,255,964.00"
CMR,1983,"6,870,200,010.00"
CMR,1984,"7,311,938,026.00"
CMR,1985,"8,544,810,498.00"
CMR,1986,"11,857,056,199.00"
CMR,1987,"13,049,659,981.00"
CMR,1988,"12,236,057,362.00"
CMR,1989,"11,012,566,195.00"
CMR,1990,"12,314,482,628.00"
CMR,1991,"11,840,192,296.00"
CMR,1992,"12,071,775,335.00"
CMR,1993,"16,181,814,713.00"
CMR,1994,"8,902,446,252.00"
CMR,1995,"10,864,772,471.00"
CMR,1996,"11,093,538,846.00"
CMR,1997,"10,789,458,433.00"
CMR,1998,"11,298,144,990.00"
CMR,1999,"11,565,826,465.00"
CMR,2000,"10,566,579,295.00"
CMR,2001,"10,953,485,349.00"
CMR,2002,"12,417,251,333.00"
CMR,2003,"15,970,315,035.00"
CMR,2004,"18,826,214,136.00"
CMR,2005,"19,509,852,207.00"
CMR,2006,"20,910,512,975.00"
CMR,2007,"23,928,250,433.00"
CMR,2008,"27,715,142,033.00"
CMR,2009,"27,932,970,317.00"
CMR,2010,"27,507,501,821.00"
CMR,2011,"30,630,910,495.00"
CMR,2012,"30,155,062,329.00"
CMR,2013,"33,728,621,180.00"
CMR,2014,"36,386,544,706.00"
CMR,2015,"32,210,233,020.00"
CMR,2016,"33,814,337,044.00"
CMR,2017,"36,098,547,033.00"
CMR,2018,"39,973,842,087.00"
CMR,2019,"39,670,976,453.00"
CMR,2020,"40,773,241,177.00"
CMR,2021,"44,993,521,774.00"
CMR,2022,"43,644,068,311.00"
COD,1984,"9,461,033,354.00"
COD,1985,"5,979,350,228.00"
COD,1986,"8,042,983,397.00"
COD,1987,"7,175,016,485.00"
COD,1988,"9,207,333,741.00"
COD,1989,"8,822,051,648.00"
COD,1990,"9,329,305,478.00"
COD,1992,"8,850,000,000.00"
COD,1993,"10,768,000,000.00"
COD,1994,"5,820,475,672.00"
COD,1995,"5,643,416,613.00"
COD,1996,"5,771,456,952.00"
COD,1997,"6,090,838,693.00"
COD,1998,"6,217,805,821.00"
COD,1999,"4,711,259,427.00"
COD,2000,"19,088,046,306.00"
COD,2001,"7,438,189,100.00"
COD,2002,"8,728,038,525.00"
COD,2003,"8,937,567,060.00"
COD,2004,"10,297,483,481.00"
COD,2005,"11,964,484,466.00"
COD,2006,"14,451,901,696.00"
COD,2007,"16,737,071,816.00"
COD,2008,"19,788,515,590.00"
COD,2009,"18,648,372,553.00"
COD,2010,"21,565,721,045.00"
COD,2011,"25,839,749,199.00"
COD,2012,"29,306,235,285.00"
COD,2013,"32,679,745,048.00"
COD,2014,"35,909,040,926.00"
COD,2015,"37,917,706,497.00"
COD,2016,"37,134,801,555.00"
COD,2017,"38,019,264,795.00"
COD,2018,"47,568,210,010.00"
COD,2019,"51,775,829,877.00"
COD,2020,"48,716,961,860.00"
COD,2021,"55,328,482,784.00"
COD,2022,"64,718,641,221.00"
COG,1960,"131,731,862.80"
COG,1961,"151,675,738.90"
COG,1962,"166,521,239.70"
COG,1963,"172,233,430.70"
COG,1964,"185,693,724.90"
COG,1965,"198,318,064.00"
COG,1966,"220,613,582.00"
COG,1967,"237,397,428.10"
COG,1968,"251,247,457.80"
COG,1969,"265,040,036.40"
COG,1970,"274,960,699.90"
COG,1971,"322,128,019.00"
COG,1972,"410,669,263.70"
COG,1973,"541,973,362.60"
COG,1974,"585,364,634.50"
COG,1975,"767,102,680.20"
COG,1976,"754,549,601.40"
COG,1977,"765,224,029.30"
COG,1978,"878,771,772.20"
COG,1979,"1,198,749,667.00"
COG,1980,"1,705,796,853.00"
COG,1981,"1,993,512,323.00"
COG,1982,"2,160,640,565.00"
COG,1983,"2,097,274,290.00"
COG,1984,"2,193,581,365.00"
COG,1985,"2,160,872,540.00"
COG,1986,"1,849,268,212.00"
COG,1987,"2,297,753,652.00"
COG,1988,"2,212,536,312.00"
COG,1989,"2,389,593,026.00"
COG,1990,"2,798,746,050.00"
COG,1991,"2,724,853,506.00"
COG,1992,"2,933,222,703.00"
COG,1993,"2,684,323,623.00"
COG,1994,"1,769,365,438.00"
COG,1995,"2,116,003,868.00"
COG,1996,"2,540,697,539.00"
COG,1997,"2,322,719,103.00"
COG,1998,"1,949,481,379.00"
COG,1999,"2,354,772,960.00"
COG,2000,"3,227,927,698.00"
COG,2001,"2,796,704,604.00"
COG,2002,"3,034,250,924.00"
COG,2003,"3,503,723,088.00"
COG,2004,"4,656,974,940.00"
COG,2005,"6,650,001,680.00"
COG,2006,"8,072,305,029.00"
COG,2007,"8,782,703,437.00"
COG,2008,"11,649,857,673.00"
COG,2009,"9,723,299,915.00"
COG,2010,"13,148,396,212.00"
COG,2011,"15,655,383,577.00"
COG,2012,"17,692,911,296.00"
COG,2013,"17,958,720,699.00"
COG,2014,"17,919,224,180.00"
COG,2015,"12,434,829,581.00"
COG,2016,"10,931,247,265.00"
COG,2017,"11,834,406,801.00"
COG,2018,"14,773,806,078.00"
COG,2019,"13,976,661,498.00"
COG,2020,"11,468,608,530.00"
COG,2021,"14,825,708,811.00"
COG,2022,"15,816,996,655.00"
COL,1960,"4,031,152,977.00"
COL,1961,"4,540,447,761.00"
COL,1962,"4,955,538,219.00"
COL,1963,"4,836,166,667.00"
COL,1964,"5,973,366,667.00"
COL,1965,"5,760,761,905.00"
COL,1966,"5,428,518,519.00"
COL,1967,"5,825,170,438.00"
COL,1968,"5,960,212,869.00"
COL,1969,"6,450,175,214.00"
COL,1970,"7,198,360,460.00"
COL,1971,"7,820,380,971.00"
COL,1972,"8,671,358,733.00"
COL,1973,"10,315,760,000.00"
COL,1974,"12,370,029,584.00"
COL,1975,"13,098,633,902.00"
COL,1976,"15,341,403,660.00"
COL,1977,"19,470,960,619.00"
COL,1978,"23,263,511,958.00"
COL,1979,"27,940,411,250.00"
COL,1980,"33,400,735,644.00"
COL,1981,"36,388,366,869.00"
COL,1982,"38,968,039,722.00"
COL,1983,"38,729,822,782.00"
COL,1984,"38,253,120,738.00"
COL,1985,"34,894,419,443.00"
COL,1986,"34,942,489,684.00"
COL,1987,"36,373,307,085.00"
COL,1988,"39,212,550,050.00"
COL,1989,"39,540,080,200.00"
COL,1990,"47,844,090,710.00"
COL,1991,"49,637,993,949.00"
COL,1992,"58,394,443,378.00"
COL,1993,"66,474,101,301.00"
COL,1994,"81,705,497,617.00"
COL,1995,"92,495,970,511.00"
COL,1996,"97,153,389,011.00"
COL,1997,"107,000,000,000.00"
COL,1998,"98,486,358,581.00"
COL,1999,"86,278,947,637.00"
COL,2000,"99,875,074,951.00"
COL,2001,"98,200,641,203.00"
COL,2002,"97,945,812,803.00"
COL,2003,"94,644,969,157.00"
COL,2004,"117,000,000,000.00"
COL,2005,"146,000,000,000.00"
COL,2006,"162,000,000,000.00"
COL,2007,"206,000,000,000.00"
COL,2008,"243,000,000,000.00"
COL,2009,"232,000,000,000.00"
COL,2010,"286,000,000,000.00"
COL,2011,"335,000,000,000.00"
COL,2012,"371,000,000,000.00"
COL,2013,"382,000,000,000.00"
COL,2014,"381,000,000,000.00"
COL,2015,"293,000,000,000.00"
COL,2016,"283,000,000,000.00"
COL,2017,"312,000,000,000.00"
COL,2018,"334,000,000,000.00"
COL,2019,"323,000,000,000.00"
COL,2020,"270,000,000,000.00"
COL,2021,"319,000,000,000.00"
COL,2022,"344,000,000,000.00"
COM,1980,"212,218,261.60"
COM,1981,"196,349,931.50"
COM,1982,"184,009,013.60"
COM,1983,"191,621,954.90"
COM,1984,"184,697,225.60"
COM,1985,"196,726,096.30"
COM,1986,"279,197,721.80"
COM,1987,"337,525,852.60"
COM,1988,"356,500,032.70"
COM,1989,"341,476,768.30"
COM,1990,"429,622,177.70"
COM,1991,"424,108,769.50"
COM,1992,"457,388,651.50"
COM,1993,"452,881,475.10"
COM,1994,"319,189,184.30"
COM,1995,"398,461,797.00"
COM,1996,"396,053,805.90"
COM,1997,"364,445,600.50"
COM,1998,"370,106,745.90"
COM,1999,"382,454,989.90"
COM,2000,"351,136,579.60"
COM,2001,"378,512,024.10"
COM,2002,"425,964,681.00"
COM,2003,"546,885,222.70"
COM,2004,"633,706,110.80"
COM,2005,"653,845,169.20"
COM,2006,"698,431,793.90"
COM,2007,"795,673,153.20"
COM,2008,"915,659,107.80"
COM,2009,"905,341,174.00"
COM,2010,"907,978,731.70"
COM,2011,"1,023,086,273.00"
COM,2012,"1,015,843,491.00"
COM,2013,"1,116,224,107.00"
COM,2014,"1,149,587,660.00"
COM,2015,"966,029,599.80"
COM,2016,"1,012,835,493.00"
COM,2017,"1,077,439,756.00"
COM,2018,"1,188,797,450.00"
COM,2019,"1,195,019,531.00"
COM,2020,"1,225,039,196.00"
COM,2021,"1,296,089,479.00"
COM,2022,"1,242,519,407.00"
CPV,1980,"142,246,815.30"
CPV,1981,"139,468,209.10"
CPV,1982,"140,630,679.00"
CPV,1983,"138,476,175.60"
CPV,1984,"132,019,038.60"
CPV,1985,"137,728,204.80"
CPV,1986,"190,651,167.60"
CPV,1987,"235,253,064.70"
CPV,1988,"264,308,140.30"
CPV,1989,"267,448,571.40"
CPV,1990,"306,890,962.60"
CPV,1991,"319,827,058.60"
CPV,1992,"357,160,985.30"
CPV,1993,"490,417,389.70"
CPV,1994,"406,580,652.30"
CPV,1995,"487,148,993.50"
CPV,1996,"501,979,269.80"
CPV,1997,"490,608,657.90"
CPV,1998,"521,910,560.50"
CPV,1999,"592,416,703.10"
CPV,2000,"539,227,277.60"
CPV,2001,"563,090,490.40"
CPV,2002,"620,507,387.50"
CPV,2003,"813,260,468.90"
CPV,2004,"924,940,011.80"
CPV,2005,"972,241,676.90"
CPV,2006,"1,107,571,458.00"
CPV,2007,"1,649,621,739.00"
CPV,2008,"1,959,620,648.00"
CPV,2009,"1,852,334,575.00"
CPV,2010,"1,824,751,468.00"
CPV,2011,"2,046,817,987.00"
CPV,2012,"1,913,081,210.00"
CPV,2013,"2,028,910,915.00"
CPV,2014,"2,041,930,125.00"
CPV,2015,"1,749,857,620.00"
CPV,2016,"1,849,789,986.00"
CPV,2017,"1,996,741,540.00"
CPV,2018,"2,205,099,507.00"
CPV,2019,"2,252,177,124.00"
CPV,2020,"1,821,565,614.00"
CPV,2021,"1,997,866,379.00"
CPV,2022,"2,226,862,134.00"
CRI,1960,"507,513,830.00"
CRI,1961,"490,325,181.60"
CRI,1962,"479,180,824.30"
CRI,1963,"511,902,136.80"
CRI,1964,"542,578,367.20"
CRI,1965,"592,981,162.30"
CRI,1966,"647,305,630.20"
CRI,1967,"699,456,618.90"
CRI,1968,"773,841,494.30"
CRI,1969,"853,630,203.80"
CRI,1970,"984,830,158.50"
CRI,1971,"1,077,147,538.00"
CRI,1972,"1,238,251,696.00"
CRI,1973,"1,528,925,846.00"
CRI,1974,"1,666,544,754.00"
CRI,1975,"1,960,863,466.00"
CRI,1976,"2,412,555,426.00"
CRI,1977,"3,072,427,013.00"
CRI,1978,"3,523,208,810.00"
CRI,1979,"4,035,519,323.00"
CRI,1980,"4,831,447,001.00"
CRI,1981,"2,623,803,096.00"
CRI,1982,"2,606,623,555.00"
CRI,1983,"3,146,772,631.00"
CRI,1984,"3,660,477,856.00"
CRI,1985,"3,919,203,960.00"
CRI,1986,"4,418,983,871.00"
CRI,1987,"4,532,952,047.00"
CRI,1988,"4,614,629,898.00"
CRI,1989,"5,251,025,767.00"
CRI,1990,"5,711,687,787.00"
CRI,1991,"7,196,276,092.00"
CRI,1992,"8,564,041,916.00"
CRI,1993,"9,582,868,487.00"
CRI,1994,"10,486,787,008.00"
CRI,1995,"11,578,594,260.00"
CRI,1996,"11,678,424,507.00"
CRI,1997,"12,614,602,382.00"
CRI,1998,"13,684,255,947.00"
CRI,1999,"14,254,866,281.00"
CRI,2000,"15,013,629,659.00"
CRI,2001,"15,976,174,337.00"
CRI,2002,"16,578,820,687.00"
CRI,2003,"17,271,760,507.00"
CRI,2004,"18,610,594,846.00"
CRI,2005,"20,040,642,477.00"
CRI,2006,"22,715,540,325.00"
CRI,2007,"26,884,700,345.00"
CRI,2008,"30,801,744,882.00"
CRI,2009,"30,745,714,313.00"
CRI,2010,"37,658,614,804.00"
CRI,2011,"42,762,613,700.00"
CRI,2012,"47,231,655,431.00"
CRI,2013,"50,949,668,841.00"
CRI,2014,"52,016,408,952.00"
CRI,2015,"56,441,920,821.00"
CRI,2016,"58,847,019,610.00"
CRI,2017,"60,516,044,657.00"
CRI,2018,"62,420,164,992.00"
CRI,2019,"64,417,670,521.00"
CRI,2020,"62,395,610,760.00"
CRI,2021,"64,960,725,734.00"
CRI,2022,"69,243,626,029.00"
CUB,1970,"5,693,005,200.00"
CUB,1971,"6,914,658,400.00"
CUB,1972,"8,135,150,892.00"
CUB,1973,"9,987,709,650.00"
CUB,1974,"11,405,957,317.00"
CUB,1975,"13,027,415,244.00"
CUB,1976,"13,789,579,903.00"
CUB,1977,"14,206,158,675.00"
CUB,1978,"17,844,705,325.00"
CUB,1979,"19,584,443,288.00"
CUB,1980,"19,912,889,861.00"
CUB,1981,"20,150,254,096.00"
CUB,1982,"20,953,510,235.00"
CUB,1983,"22,204,940,512.00"
CUB,1984,"24,039,383,608.00"
CUB,1985,"22,920,490,774.00"
CUB,1986,"24,226,574,634.00"
CUB,1987,"25,213,935,012.00"
CUB,1988,"27,458,999,472.00"
CUB,1989,"27,023,468,666.00"
CUB,1990,"28,645,436,569.00"
CUB,1991,"24,316,556,026.00"
CUB,1992,"22,085,858,243.00"
CUB,1993,"22,367,254,865.00"
CUB,1994,"28,448,326,757.00"
CUB,1995,"30,429,803,651.00"
CUB,1996,"25,017,368,700.00"
CUB,1997,"25,365,908,100.00"
CUB,1998,"25,736,331,200.00"
CUB,1999,"28,364,615,200.00"
CUB,2000,"30,565,400,000.00"
CUB,2001,"31,682,400,000.00"
CUB,2002,"33,590,500,000.00"
CUB,2003,"35,901,200,000.00"
CUB,2004,"38,203,000,000.00"
CUB,2005,"42,643,836,100.00"
CUB,2006,"48,835,925,926.00"
CUB,2007,"54,262,870,370.00"
CUB,2008,"56,302,129,630.00"
CUB,2009,"57,481,481,481.00"
CUB,2010,"59,562,962,963.00"
CUB,2011,"68,990,000,000.00"
CUB,2012,"73,141,000,000.00"
CUB,2013,"77,148,000,000.00"
CUB,2014,"80,656,100,000.00"
CUB,2015,"87,132,800,000.00"
CUB,2016,"91,370,407,864.00"
CUB,2017,"96,850,649,692.00"
CUB,2018,"100,000,000,000.00"
CUB,2019,"103,000,000,000.00"
CUB,2020,"107,000,000,000.00"
CUW,2011,"2,930,092,237.00"
CUW,2012,"3,012,836,257.00"
CUW,2013,"3,033,568,606.00"
CUW,2014,"3,059,406,995.00"
CUW,2015,"3,058,779,212.00"
CUW,2016,"3,024,690,188.00"
CUW,2017,"3,033,433,248.00"
CUW,2018,"3,046,364,820.00"
CUW,2019,"3,026,124,116.00"
CUW,2020,"2,534,327,592.00"
CUW,2021,"2,739,594,360.00"
CUW,2022,"3,075,180,835.00"
CYM,2006,"4,200,288,241.00"
CYM,2007,"4,466,278,065.00"
CYM,2008,"4,585,949,024.00"
CYM,2009,"4,281,714,567.00"
CYM,2010,"4,156,841,107.00"
CYM,2011,"4,186,073,104.00"
CYM,2012,"4,291,004,524.00"
CYM,2013,"4,405,796,023.00"
CYM,2014,"4,562,853,611.00"
CYM,2015,"4,708,167,233.00"
CYM,2016,"4,909,322,237.00"
CYM,2017,"5,166,281,305.00"
CYM,2018,"5,530,178,441.00"
CYM,2019,"5,941,896,608.00"
CYM,2020,"5,647,224,989.00"
CYM,2021,"6,028,373,513.00"
CYM,2022,"6,844,827,379.00"
CYP,1975,"489,914,760.70"
CYP,1976,"576,090,073.70"
CYP,1977,"734,887,974.00"
CYP,1978,"964,026,512.20"
CYP,1979,"1,288,715,210.00"
CYP,1980,"2,154,311,277.00"
CYP,1981,"2,087,496,374.00"
CYP,1982,"2,159,242,417.00"
CYP,1983,"2,160,364,071.00"
CYP,1984,"2,278,248,953.00"
CYP,1985,"2,430,411,900.00"
CYP,1986,"3,090,734,463.00"
CYP,1987,"3,704,813,886.00"
CYP,1988,"4,278,792,597.00"
CYP,1989,"4,563,482,604.00"
CYP,1990,"5,591,130,218.00"
CYP,1991,"5,770,197,348.00"
CYP,1992,"6,912,150,456.00"
CYP,1993,"6,590,291,048.00"
CYP,1994,"7,425,703,929.00"
CYP,1995,"9,933,133,247.00"
CYP,1996,"10,011,918,444.00"
CYP,1997,"9,547,818,700.00"
CYP,1998,"10,248,617,647.00"
CYP,1999,"10,497,908,306.00"
CYP,2000,"9,985,844,486.00"
CYP,2001,"10,397,897,086.00"
CYP,2002,"11,420,227,885.00"
CYP,2003,"14,547,325,028.00"
CYP,2004,"17,320,552,500.00"
CYP,2005,"18,433,411,267.00"
CYP,2006,"20,072,786,351.00"
CYP,2007,"23,968,764,030.00"
CYP,2008,"27,844,698,989.00"
CYP,2009,"25,945,391,775.00"
CYP,2010,"25,732,125,694.00"
CYP,2011,"27,564,931,919.00"
CYP,2012,"24,977,293,926.00"
CYP,2013,"23,899,444,183.00"
CYP,2014,"23,155,988,617.00"
CYP,2015,"19,842,492,367.00"
CYP,2016,"20,952,955,488.00"
CYP,2017,"22,870,678,689.00"
CYP,2018,"25,523,485,043.00"
CYP,2019,"25,947,027,570.00"
CYP,2020,"25,227,201,184.00"
CYP,2021,"29,482,917,679.00"
CYP,2022,"29,250,524,418.00"
CZE,1990,"40,728,950,705.00"
CZE,1991,"29,859,921,159.00"
CZE,1992,"34,805,013,230.00"
CZE,1993,"40,866,748,705.00"
CZE,1994,"47,850,203,856.00"
CZE,1995,"60,147,174,077.00"
CZE,1996,"67,387,788,633.00"
CZE,1997,"62,180,159,376.00"
CZE,1998,"66,807,429,711.00"
CZE,1999,"65,173,130,995.00"
CZE,2000,"61,828,166,496.00"
CZE,2001,"67,808,032,980.00"
